College or Institution,City,State,Deg,AreaofStudy,Method,MajorReqs,Credit,Dept,CourseNo,CourseTitle,KSA,Link
Lewis University,Romeoville,IL,BS,Cybersecurity,Online,CORE,3,CPSC,42000,Cybersecurity Essentials,"Fundamentals of computer and network security and information assurance. Topics include access control, authentication, trusted computing, software security and vulnerabilities, operating system security models, how various kinds of malware function, network security devices and architecture, computer hacking techniques and countermeasures, intrusion detection, cryptography, wireless security, and network security protocols.",https://lewisu.smartcatalogiq.com/en/UnderGrad-2021-2022/Undergraduate-Catalog/Course-Descriptions/70-Computer-Science/400/70-420
Lewis University,Romeoville,IL,BS,Cybersecurity,Online,CORE,3,CPSC,42100,Advanced Cybersecurity,"This second course in computer security explores techniques for performing encryption and authentication of data, operating system and application security, malware operation and analysis, code-level exploits, reverse engineering, security design principles, techniques for reducing complexity, and formal security models.",https://lewisu.smartcatalogiq.com/en/UnderGrad-2021-2022/Undergraduate-Catalog/Course-Descriptions/70-Computer-Science/400/CPSC-42100
Lewis University,Romeoville,IL,BS,Cybersecurity,Online,CORE,3,CPSC,42200,Wireless Security,"This course provides students with practical exposure to setup and operate a wireless network. Common threats to wireless networks will be explained, network attackers will be demonstrated and steps to control attacks will be discussed. Students will be able to detect and prevent wireless attacks by gaining an understanding of various security technologies and common attacks and vulnerabilities.",https://lewisu.smartcatalogiq.com/en/UnderGrad-2021-2022/Undergraduate-Catalog/Course-Descriptions/70-Computer-Science/400/63-370
Lewis University,Romeoville,IL,BS,Cybersecurity,Online,CORE,3,CPSC,42500,Encryption and Authentication Systems,"This course will present key cryptologic terms, concepts, and principles. Traditional cryptographic and cryptanalytic techniques are covered plus perspective on successes and failures in cryptologic history, including both single-key algorithms and double-key algorithms. Issues in network communications, network security, and security throughout the different layers of the OSI model for data communications will also be discussed in detail, as well as the use of cryptologic protocols to provide a variety of security services in a networked environment. Authentication, access control, non-repudiation, data integrity, and confidentiality issues will also be covered, plus key generation, control, distribution, and certification issues. ",https://lewisu.smartcatalogiq.com/en/UnderGrad-2021-2022/Undergraduate-Catalog/Course-Descriptions/70-Computer-Science/400/70-425
Lewis University,Romeoville,IL,BS,Cybersecurity,Online,CORE,3,CPSC,42700,Programming for Penetration Testing,"The best way to defeat a hacker is to code like one. That means being able to build, extend, and manipulate scripts and applications that compromise systems. This course presents a number of techniques for exploiting vulnerabilities in a variety of computer systems. Students will build port scanners, construct botnets, write exploits, create their own forensic analysis and network traffic analysis tools, develop web reconnaissance applications, implement scripts for examining and exploiting a wireless network, and craft malware that evade antivirus tools.",https://lewisu.smartcatalogiq.com/en/UnderGrad-2021-2022/Undergraduate-Catalog/Course-Descriptions/70-Computer-Science/400/70-427
Lewis University,Romeoville,IL,BS,Cybersecurity,Online,CORE,3,CPSC,49300,Computer Infrastructure Capstone Project,"In this course students will participate, as part of a team, in the design, implementation and testing of a medium-to-large networked computer system. Additionally, this course will cover topics in professional ethics, intellectual properties, privacy and professional communication.",https://lewisu.smartcatalogiq.com/en/UnderGrad-2021-2022/Undergraduate-Catalog/Course-Descriptions/70-Computer-Science/400/70-493
Lewis University,Romeoville,IL,BS,Cybersecurity,Online,CORE,3,INSY,35000,Cybersecurity Policy and Strategy,"This course combines the exciting and emerging fields of cybersecurity, information technology, policy and cyber warfare. Students examine the process for development of strategy based on policy by analyzing emerging threats, current security posture and available information security controls.",https://lewisu.smartcatalogiq.com/en/UnderGrad-2021-2022/Undergraduate-Catalog/Course-Descriptions/63-Computer-Information-Systems/300/63-350
Lewis University,Romeoville,IL,BS,Cybersecurity,Online,CORE,3,INSY,35100,Security Assessment and Risk Management,"This course provides an overview of information security strategies, procedures and policies necessary to manage and mitigate an organization's risk in information systems. Students will learn to conduct enterprise-wide information security risk assessment using qualitative and quantitative techniques. Security assessment techniques and the information security blueprint will be discussed in detail.",https://lewisu.smartcatalogiq.com/en/UnderGrad-2021-2022/Undergraduate-Catalog/Course-Descriptions/63-Computer-Information-Systems/300/63-351
Lewis University,Romeoville,IL,BS,Cybersecurity,Online,CORE,3,INSY,45000,Enterprise Security,"This course provides a broad overview of security in an enterprise. Students will learn about the threats to the security of information systems, what makes an organization's resources secure, basic technologies for information security, and the levels of training and expertise needed in organizations to reach and maintain a state of acceptable security. This course covers the technical and managerial aspects of securing your enterprise resources.",https://lewisu.smartcatalogiq.com/en/UnderGrad-2021-2022/Undergraduate-Catalog/Course-Descriptions/63-Computer-Information-Systems/400/63-450
Lewis University,Romeoville,IL,BS,Cybersecurity,Online,CORE,3,INSY,46000,Cybercrime Prevention Tools,"This course presents a hands-on and practical approach for securing a business' digital assets (data, intellectual property, etc.) by exploring tools that are commonly used by hackers to attack businesses and their digital infrastructure. Students will learn how to manage a business' defensive controls by analyzing offensive tools that are used by cybercriminals. Policies and effective management of cybersecurity are also discussed in this course.",https://lewisu.smartcatalogiq.com/en/UnderGrad-2021-2022/Undergraduate-Catalog/Course-Descriptions/63-Computer-Information-Systems/400/63-460
Old Dominion University,Norfolk,VA,BS,Cybersecurity,Online,CORE,3,CRJS,405,Cybercrime and Cybersecurity,"This course tackles two major cyber law subjects. The first part of the course examines various U.S. laws and legal considerations that impact the digital and cyberspace worlds from traditional civil, and to a lesser extent, traditional criminal perspectives. The second part will familiarize cyber operations professionals about the extent of and limitations on their authorities to ensure operations in cyberspace are in compliance with U.S. law, regulations, directives and policies. The course will also introduce students to miscellaneous cybersecurity topics such as the Federal Acquisition Requirements",https://catalog.odu.edu/courses/crjs/
Old Dominion University,Norfolk,VA,BS,Cybersecurity,Online,CORE,3,CS,463,Cryptography and Cybersecurity,"This course covers mathematical foundations, including information theory, number theory, factoring, and prime number generation; cryptographic protocols, including basic building blocks and protocols; cryptographic techniques, including key generation and key management, and applications; and cryptographic algorithms--DES, AES, stream ciphers, hash functions, digital signatures, etc. ",https://catalog.odu.edu/courses/cs/
Old Dominion University,Norfolk,VA,BS,Cybersecurity,Online,CORE,3,CS,464,Networked Security Systems,"Authentication in cyber systems including password-based, address-based, biometrics-based, and SSO systems; Authorization and accounting in cyber systems; Securing wired and wireless networks; Secured applications including secure e-mail services, secure web services, and secure e-commerce applications; Security and privacy in cloud environments.",https://catalog.odu.edu/courses/cs/
Old Dominion University,Norfolk,VA,BS,Cybersecurity,Online,CORE,3,CS,465,Information Assurance,"Introduction to information assurance. Topics to be covered include metrics, planning and deployment; identity and trust technologies; verification and evaluation, and incident response; human factors; regulation, policy languages, and enforcement; legal, ethical, and social implications; privacy and security trade-offs; system survivability; intrusion detection; and fault and security management.",https://catalog.odu.edu/courses/cs/
Old Dominion University,Norfolk,VA,BS,Cybersecurity,Online,CORE,3,CYSE,495,Topics in Cybersecurity,Special topics.,https://catalog.odu.edu/courses/cyse/
Old Dominion University,Norfolk,VA,BS,Cybersecurity,Online,CORE,3,ECE/MSIM,416,Cyber Defense Fundamentals,"This course focuses on cybersecurity theory, information protection and assurance, and computer systems and networks security. The objectives are to understand the basic security models and concepts, learn fundamental knowledge and tools for building, analyzing, and attacking modern security systems, and gain hands-on experience in cryptographic algorithms, security fundamental principles, and Internet security protocol and standards. (Offered fall) Prerequisites: permission of the instructor.",https://catalog.odu.edu/courses/ece/
Old Dominion University,Norfolk,VA,BS,Cybersecurity,Online,CORE,3,ECE/MSIM,419,Cyber Physicial System Security,"Cyber Physical Systems (CPS) integrate computing, networking, and physical processes. The objectives of this course are to learn the basic concepts, technologies and applications of CPS, understand the fundamental CPS security challenges and national security impact, and gain hands-on experience in CPS infrastructures, critical vulnerabilities, and practical countermeasures.",https://catalog.odu.edu/courses/ece/
Old Dominion University,Norfolk,VA,BS,Cybersecurity,Online,CORE,3,ECE/MSIM,470,Foundations of Cyber Security,"Course provides an overview of theory, tools and practice of cyber security and information assurance through prevention, detection and modeling of cyber attack and recovery from such attacks. Techniques for security modeling, attack modeling, risk analysis and cost-benefit analysis are described to manage the security of cyber systems. Fundamental principles of cyber security and their applications for protecting software and information assets of individual computers and large networked systems are explored. Anatomy of some sample attacks designed to compromise confidentiality, integrity and availability of cyber systems are discussed. ",https://catalog.odu.edu/courses/ece/
Old Dominion University,Norfolk,VA,BS,Cybersecurity,Online,CORE,3,IT,315,Introduction to Networking and Security,"Introduction to modern networking concepts and technology. Provides students with the fundamental concepts, technologies, components and issues related to communications and data networks. Topics include network architectures, infrastructures, services, protocols, cyber attacks, adversaries, and defense. ",https://catalog.odu.edu/courses/it/
Old Dominion University,Norfolk,VA,BS,Cybersecurity,Online,CORE,3,IT,417,Management of Information Security ,"This course emphasizes the need for management and technology to successfully implement an information security program in an organization. Threats, attacks, legal and ethical issues, risk assessment and control strategies; planning, development, and maintenance of security policies; contingency planning; firewalls, intrusion detection systems and security tools; and management of information security are some of the topics covered in this course.",https://catalog.odu.edu/courses/it/
Old Dominion University,Norfolk,VA,BS,Cybersecurity,Online,CORE,3,PHIL,355E,Cybersecurity Ethics,"This course examines ethical issues relevant to computing and information technology, including: privacy; freedom of speech and content control on the Internet; individual and social responsibility; cybersecurity; cybercrimes; social impact of computers and other digital technologies; and ethical obligations of IT professionals. Students will gain a broad understanding of central issues in cyberethics and the ways that fundamental ethical theories relate to these core issues.",https://catalog.odu.edu/courses/phil/
Robert Morris University,Coraopolis,PA,BS,Cybersecurity,Online,CORE,3,INFS,3120, Intro to Computer Forensics ,"This course exposes the student to Computer Forensics and Investigation. This course presents methods to properly conduct a computer forensics investigation beginning with a discussion of ethics, while mapping to the objectives of the International Association of Computer Investigative Specialists (IACIS) certification. The course provides an overview of digital investigations and data recovery with emphasis on data presentation techniques and chain-of-evidence procedures. Current computer forensics tools are presented along with controls required for digital evidence acquisition.",https://sentry.rmu.edu/OnTheMove/wpCrsehist.get_results?itrm=202010&iCrse=INFS3120&iShowReg=Yes&iShowhdr=1&icalledby=WPCRSEHIST&it=&iattr=&ipage=701
Robert Morris University,Coraopolis,PA,BS,Cybersecurity,Online,CORE,3,INFS,3170, Cyberlaw  ,"This course is designed to enable students, including but not limited to organizational studies, and information technology students, to concentrate on the legal issues and challenges that the changes in technology have created such as on-line contracting, computer crime, fraud, privacy, defamation, hate speech, indecency, obscenity, cyber- squatting, intellectual property etc. The goal is not to teach students to be lawyers, but rather to provide students the tools to be able to identify problems in the world arising from the ever increasing activity on-line.",https://sentry.rmu.edu/OnTheMove/wpCrsehist.get_results?itrm=202010&iCrse=INFS3170&iShowReg=Yes&iShowhdr=1&icalledby=WPCRSEHIST&it=&iattr=&ipage=701
Robert Morris University,Coraopolis,PA,BS,Cybersecurity,Online,CORE,3,INFS,3222," IT Security, Control/Assurance  ","This course provides the foundation for understanding the key issues associated with protecting information assets, determining the levels of protection and response to security incidents, and designing a consistent, reasonable information security system, with appropriate intrusion detection and reporting features. The purpose of the course is to provide the student with an overview of the field of information security and assurance. Students will be exposed to the spectrum of security activities, methods, methodologies, and procedures. Coverage will include inspection and protection of information assets, detection of and reaction to threats to information assets, and examination of pre- and post-incident procedures, technical and managerial responses, and an overview of the information security planning and staffing functions.",https://sentry.rmu.edu/OnTheMove/wpCrsehist.get_results?itrm=202010&iCrse=INFS3222&iShowReg=Yes&iShowhdr=1&icalledby=WPCRSEHIST&it=&iattr=&ipage=702
Robert Morris University,Coraopolis,PA,BS,Cybersecurity,Online,CORE,3,INFS,3223," IT Governance, Control/Assurance  ","This course utilizes the Control Objectives for Information and Related Technology (COBIT) taxonomy to provide the student with an integrated theoretical and practical perspective of technology and information systems governance, control, and assurance. Emphasis is on the key control mechanisms that support the achievement of control objectives as well as the prevention, detection, and correction of undesired events through responsible uses of resources, appropriate management of risk, and the alignment of information technology with the organization. As an underlying tenet, the course emphasizes refining individual communications skills necessary to the field of information systems governance, control, and assurance.",https://sentry.rmu.edu/OnTheMove/wpCrsehist.get_results?itrm=202010&iCrse=INFS3223&iShowReg=Yes&iShowhdr=1&icalledby=WPCRSEHIST&it=&iattr=&ipage=703
Robert Morris University,Coraopolis,PA,BS,Cybersecurity,Online,CORE,3,INFS,3850, Adv. Topics in Cyber Defense ,"This course is designed for students to learn the knowledge, skills, and abilities to conduct authorized ethical hacking and penetration testing for the purpose of identifying and mitigating security vulnerabilities. Students will learn to apply the methods, techniques, and tools for reconnaissance, vulnerability scanning and analysis, and exploitations of application and network vulnerabilities. Students will also learn the importance of authorization and planning of penetration testing, identify and evaluate cyber defense solutions and explore innovative methods for network protection and cyber defense.",https://sentry.rmu.edu/OnTheMove/wpCrsehist.get_results?itrm=202010&iCrse=INFS3850&iShowReg=Yes&iShowhdr=1&icalledby=WPCRSEHIST&it=&iattr=&ipage=704
Robert Morris University,Coraopolis,PA,BS,Cybersecurity,Online,CORE,3,INFS,4180," Network Forensics, Intr Det/Resp ","Network Forensics, Intrusion Detection, and Response teaches students how to prevent unauthorized access to computer networks and to minimize the damage caused to networks and computers by intruders. The course provides techniques for recognizing and responding to various types of attacks, on a variety of computer networks and operating systems.",https://sentry.rmu.edu/OnTheMove/wpCrsehist.get_results?itrm=202010&iCrse=INFS4180&iShowReg=Yes&iShowhdr=1&icalledby=WPCRSEHIST&it=&iattr=&ipage=705
Robert Morris University,Coraopolis,PA,BS,Cybersecurity,Online,CORE,3,INFS,4870, Cybersecurity Capstone ,"This is an advanced level course for students in Cybersecurity concentration to demonstrate their proficiency in the area of the study with comprehensive knowledge, skills and abilities for relevant industry practice or professional certification. The capstone course offers the following multiple project areas for students to choose one or more with the instructor's approval: (1) Complete a culminating research project using knowledge and skills from previous courses; (2) Complete a comprehensive project based on a relevant internship or work experience; (3) Pursue a reputable professional security certification (e.g. CISSP Associate, CISM, CEH, or GIAC certifications); (4) Participate in a well-recognized regional or national cybersecurity competition.",https://sentry.rmu.edu/OnTheMove/wpCrsehist.get_results?itrm=202010&iCrse=INFS4870&iShowReg=Yes&iShowhdr=1&icalledby=WPCRSEHIST&it=&iattr=&ipage=706
The University of Arizona,Tucson,AZ,BS,Cybersecurity,Online,CORE,3,CBYV,400,Active Cyber Defense,"Provides students with an introduction to the policies, techniques and operational capabilities and limitations of implementing an Active Cyber Defense program. A broad survey of development of defensible network architectures; integration of passive defensive technologies; consumption and production of Cyber Threat Intelligence (CTI) products; implementation of Network Security Monitoring (NSM) and Hunt Teaming (HT) operations; employment of Incident Response (IR) plans; and Threat and Environment Manipulation techniques (TEM) will be presented, and students will use hands-on labs to practice and implement active defense methodologies. CYBV 400 meets the National Security Agency (NSA) Center of Academic Excellence in Cyber Operations (CAE-CO) academic requirements for Cyber Defenses.",Curriculum | Cyber Operations | CAST (arizona.edu)
The University of Arizona,Tucson,AZ,BS,Cybersecurity,Online,CORE,3,CBYV,454,Malware Threats & Analysis,"Provides students a methodology to safely perform static and dynamic analysis of software of potentially unknown origin, including obfuscated malware, to fully understand the software's functionality and specifications. Students will use hands- on labs and exercises to examine the fundamental principles of malware analysis and software reverse engineering. CYBV/INFV 454 meets the National Security Agency (NSA) Center of Academic Excellence in Cyber Operations (CAE-CO) academic requirements for software reverse engineering.",Curriculum | Cyber Operations | CAST (arizona.edu)
The University of Arizona,Tucson,AZ,BS,Cybersecurity,Online,CORE,3,CBYV,470,C Programming for Security Professionals,Provides students with an introduction to C programming. Students will use hands-on exercises to practice and implement applications developed in the C programming language. CYBV470 meets the National Security Agency (NSA) Center of Academic Excellence in Cyber Operations (CAE-CO) academic requirements for low-level programming. ,Curriculum | Cyber Operations | CAST (arizona.edu)
The University of Arizona,Tucson,AZ,BS,Cybersecurity,Online,CORE,3,CBYV,471,Assembly Programming for Security Professionals,Provides students with an introduction to assembly language programming. Students will use hands-on labs and exercises to practice and implement applications developed in the x86-64 Assembly programming language. CYBV471 meets the National Security Agency (NSA) Center of Academic Excellence in Cyber Operations (CAE-CO) academic requirements for low-level programming.,Curriculum | Cyber Operations | CAST (arizona.edu)
The University of Arizona,Tucson,AZ,BS,Cybersecurity,Online,CORE,3,CBYV,472,Secure Software Development & Assessment,"Provides students with an introduction to the secure software development process as well as how to conduct a software security analysis to safely perform static and dynamic analysis of software of potentially unknown origin, including obfuscated malware, to detect the presence of weaknesses that may lead to exploitable vulnerabilities in operational systems. Students will learn how to write, analyze, and test secure software that maintains Confidentiality, Integrity and Availability. This includes the use of hands-on labs and exercises to examine the fundamental principles of software reverse engineering and exploit development. There will be a strong C and assembly language focus in discussions and labs. CYBV 472 meets the National Security Agency (NSA) Center of Academic Excellence in Cyber Operations (CAE-CO) academic requirements for Secure Software Development and Software Security Analysis.",Curriculum | Cyber Operations | CAST (arizona.edu)
The University of Arizona,Tucson,AZ,BS,Cybersecurity,Online,CORE,3,CBYV,473,Violent Python,"Provides students with advanced practical applications of Python programming to support offensive and defensive cybersecurity operations. A crosscut of Python concepts, tools, and techniques will be presented. Students will use interactive programming activities to master and create advanced Python tools to support common cybersecurity tasks.",Curriculum | Cyber Operations | CAST (arizona.edu)
The University of Arizona,Tucson,AZ,BS,Cybersecurity,Online,CORE,3,CBYV,479,Wireless Networking & Security,"Provides students an introduction to wireless networking, mobile device hardware and software architectures as well as the application of security fundamentals for mobile computing systems. Students will be able to describe user associations and routing in a cellular/mobile network, interaction of elements within the cellular/mobile core, and end-to-end delivery of a packet and/or signal and what happens with the hand-off at each step along the communications path. They will be able to explain differences in core architecture between different generations of cellular and mobile network technologies. CYBV/NETV 479 meets the National Security Agency (NSA) Center of Academic Excellence in Cyber Operations (CAE-CO) academic requirements for cellular and mobile technologies and wireless security.",Curriculum | Cyber Operations | CAST (arizona.edu)
The University of Arizona,Tucson,AZ,BS,Cybersecurity,Online,CORE,3,CBYV,480,Cyber Warfare,"Provides students with an introduction to cyber warfare along with its policy, doctrine, and operational constraints. A broad survey of cyber tools, techniques and procedures will be presented, and students will use hands-on labs to practice and implement attack methodologies. CYBV 480 meets the National Security Agency (NSA) Center of Academic Excellence in Cyber Operations (CAE-CO) academic requirements for Offensive Cyber Operations.",Curriculum | Cyber Operations | CAST (arizona.edu)
The University of Arizona,Tucson,AZ,BS,Cybersecurity,Online,CORE,3,CBYV,498,Cyber Operations Senior Capstone,"Designed to provide Cyber Operations majors with a capstone experience emphasizing integration of knowledge acquired in previous courses. The course provides a culminating experience for majors involving a substantive project that demonstrates a synthesis of learning accumulated in the major, including broadly comprehensive knowledge of the discipline and its methodologies. Students are required to incorporate a field research study into their research project. Students engage in the development and production of a senior level research paper grounded in the relevant research and in a relevant and appropriate student engagement experience.",Curriculum | Cyber Operations | CAST (arizona.edu)
Wilmington University,Wilmington,DE,BS,Cybersecurity,Online,CORE,3,SEC,420,Data Integrity and Disaster Recovery,"This course will expand upon SEC 250 and will leave a student with a complete understanding of the steps necessary to protect an organization from an attack or disaster. Topics include the following: Data Backup and archiving, Retrieval methods, Log Analysis, Error Checking and Integrity Analysis. Also covered in this course is Disaster Recovery. Students will be asked to develop a Disaster Recovery Plan keeping in mind the risk assessment, location, network, computer, financial and power constraints necessary to develop an efficient DRP for an organization.",Cybersecurity Courses available online and in-person (wilmu.edu)
Wilmington University,Wilmington,DE,BS,Cybersecurity,Online,CORE,3,SEC,425,Ethical Hacking,"The course aims to equip students with the technical skills necessary to identify, exploit and fix vulnerabilities in computer systems and networks. As a result, students would become more effective in defending their computing environments against the damaging work of hackers. While learning about the technical and legal dimensions of the hands-on tasks conducted, students get to perform penetration testing on multiple operating systems spanning Unix/LINUX and Microsoft Windows networks using ethical hacking techniques. With students working with tools like Backtrack and others, topics covered include Ethical Hacking Overview, Network & Computer Attacks, Footprinting, Social Engineering, Port Scanning, Enumeration, Linux Operating System Vulnerabilities, Hacking Web Servers, Hacking Wireless Networks and more.",Cybersecurity Courses available online and in-person (wilmu.edu)
Wilmington University,Wilmington,DE,BS,Cybersecurity,Online,CORE,3,SEC,435,Computer and Network Security,"This course builds on Introduction to Network Management to develop an understanding of advanced networking management and Management Information Systems, MIS. Students will design and maintain their own corporate network configuration. Topics will be covered in a theoretical and practical way. There is a large component of hands-on computer work. Students will practice network theory, hardware selection and upgrading, operating systems, platforms, programming languages, batch control, shared resources, security systems, anti-virus procedures, and specific manufacturers' methodology.",Cybersecurity Courses available online and in-person (wilmu.edu)
Wilmington University,Wilmington,DE,BS,Cybersecurity,Online,CORE,3,SEC,440,Network Forensics,This hands-on intermediate course provides students with the knowledge and skills necessary to begin a digital investigation centered on network devices and associated network traffic. The course begins with a review of common network topologies and protocols. The course proceeds to introduce industry-accepted tools and techniques used to identify and acquire digital evidence residing or in transmission on a network. The course concludes with a primer on several data exfiltration techniques used by criminals during network intrusions and data theft.,Cybersecurity Courses available online and in-person (wilmu.edu)
Wilmington University,Wilmington,DE,BS,Cybersecurity,Online,CORE,3,SEC,465,Cybersecurity and IoT,"This course will explore the Internet of Things (IoT), creating one or more projects using microcontrollers such as the Raspberry Pi, Arduino or other microcontrollers. Vulnerabilities will be examined along with how they might be exploited and mitigated. Known exploits will be researched and students will examine their home networks in order to understand their exposure to cybersecurity threats. Ideally, interested students should be familiar with one or more of the following: Networks, Python, Java, C or C++, Linux, Raspberry Pi, and/or Arduino. The student should have demonstrated through prior coursework the ability to stay focused, problem solve and find answers to problems on their own.",Cybersecurity Courses available online and in-person (wilmu.edu)
Belleview University,Belleview,NE,BS,Cybersecurity,Online,CORE,3,CYBR,250,"Introduction to Cyber Threats, Technologies and Security","This course introduces information technologies and examines methods for protecting them against persistent and constantly evolving threats. Existing and emerging information technologies are discussed including operating environments, computer networking, and data management. Basic methods for managing information systems and technologies are presented from a standpoint of providing sufficient security protections.",Online Degree in Cyber Security | Bachelor's Degree | Bellevue University
Belleview University,Belleview,NE,BS,Cybersecurity,Online,CORE,3,CYBR,320,Operational Security,"This course focuses on the skills required to operate a security program within an organization. Coverage includes the practical application of security practices in an operational environment. Topics that comprise this course include security structure, leading security projects, policy management, human factors of security, and physical security methods.",Online Degree in Cyber Security | Bachelor's Degree | Bellevue University
Belleview University,Belleview,NE,BS,Cybersecurity,Online,CORE,3,CYBR,340,Operating Systems and Mobile Device Security,"This course explores secure base operating systems on server, desktop, virtual, and mobile platforms. Topics include the practical application of security tools, utilities, and configurations for protecting computer operating systems at both the user and corporate level. Course subject is also related to protecting stand-alone and virtualized servers, cloud computing security, and the protection of mobile platforms such as smart phones, tablets and handheld computers.",Online Degree in Cyber Security | Bachelor's Degree | Bellevue University
Belleview University,Belleview,NE,BS,Cybersecurity,Online,CORE,3,CYBR,350,"Web, Commerce and Application Security","This course explores securing core technologies that support Internet applications and commerce. Processes for creating and administering Internet web sites to ensure proper protections are introduced. The course also addresses securing applications on Internet websites and mobile platforms, and introduces basic methods for secure development.",Online Degree in Cyber Security | Bachelor's Degree | Bellevue University
Belleview University,Belleview,NE,BS,Cybersecurity,Online,CORE,3,CYBR,410,Data/Database Security,"This course introduces the concepts of relational and non-relational database structures from a software developer perspective. Topics include defining key/value pairs, building table structures, manipulating records, using data types, and implementing access controls. The Structured Query Language (SQL) will be used to manipulate the models. Students will prepare a small application using a relational database management system.",Online Degree in Cyber Security | Bachelor's Degree | Bellevue University
Belleview University,Belleview,NE,BS,Cybersecurity,Online,CORE,3,CYBR,420,Cyber Investigations and Forensics,"This course examines basic methods of investigation, information acquisition, and management of Internet and computer forensic cases. Topics include record-searching, note taking and report writing, and using scientific methodology in Cyber investigations. Coverage also includes basic tools and techniques for forensic analysis of computers, networks systems, and mobile devices.",Online Degree in Cyber Security | Bachelor's Degree | Bellevue University
Belleview University,Belleview,NE,BS,Cybersecurity,Online,CORE,3,CYBR,430,Penetration Testing and Incident Response,"This course provides an introduction to penetration testing and incident response tactics, techniques, and procedures. Topics include ethical and legal implications of penetration testing, network information gathering, system vulnerability analysis, common tools and techniques used in penetration testing, traffic analysis, incident response, and related defensive measures.",Online Degree in Cyber Security | Bachelor's Degree | Bellevue University
ECPI University,Manassas,VA,BS,Cybersecurity,Online,CORE,3,CIS ,321,Network Scripting,"This course will provide students with the knowledge and skills necessary to efficiently operate, manage, and scale an organization's dynamic IT infrastructure. Students will learn to write and use state-of-the-art tools that generate efficient interaction with standard network protocols and effectively manage complex network systems. Upon successful course completion, students will have the ability to use automation to effectively improve operational agility using configuration management automation tools for the purpose of control, configuration, and management of common system administration tasks.",Cyber and Information Security Technology Bachelor's Degree | Online & On Campus (ecpi.edu)
ECPI University,Manassas,VA,BS,Cybersecurity,Online,CORE,3,CIS ,403,Ethical Hacking,"This course will provide students with the essential skills and experience required to identify and document security vulnerabilities. The student will learn penetration testing using ethical principles to secure a computer data environment. A variety of security technologies and concepts are used to provide in-depth understanding of secure communications channels, devices and media. Upon successful course completion, students will be able to identify and mitigate weaknesses in a data infrastructure.",Cyber and Information Security Technology Bachelor's Degree | Online & On Campus (ecpi.edu)
ECPI University,Manassas,VA,BS,Cybersecurity,Online,CORE,3,CIS ,425,Advanced Defense and Countermeasures,"This course will provide students with a foundation in network defense and countermeasures with a  primary emphasis on intrusion detection and firewall defense mechanisms that a network administrator would put in place to protect their business from further attacks. Students will gain foundational knowledge in network defense and countermeasures. Students will also be implementing firewall defense configuration and intrusion detection and access control lists. Upon successful completion, students will be able to apply essential security practices and methods along with deploying security tools using a security policy as a guideline.",Cyber and Information Security Technology Bachelor's Degree | Online & On Campus (ecpi.edu)
ECPI University,Manassas,VA,BS,Cybersecurity,Online,CORE,3,CIS ,495,Cyber and Network Security Capstone,"This course is designed to enable students to assimilate the broad educational themes embedded in the major and general education program to support the outcomes of the B.S. Degree in Computer & Information Science, major in Cyber and Network Security. As such, the course is constructed to require students to interact as teams, and develop and present group reports and presentations that synthesize and support the expected student outcomes in the general education and major core curriculum. Students are required to design, plan, and defend an appropriate project approved by the professor that will enable them to demonstrate individual and group mastery of skills and competencies learned across the entire curriculum. The course helps the students to develop knowledge and skill that may facilitate their career growth as they progress through the ranks toward IT leadership positions.",Cyber and Information Security Technology Bachelor's Degree | Online & On Campus (ecpi.edu)
ECPI University,Manassas,VA,BS,Cybersecurity,Online,CORE,3,CIS ,411,Ethical Hacking II,"This course will provide students with the essential skills and experience required to identify and document security vulnerabilities. This is the second course in the sequence. The student will learn penetration testing using ethical principles to secure a computer data environment. A variety of security technologies and concepts are used to provide in-depth understanding of secure communications channels, devices and media. Upon successful course completion, students will be able to identify and mitigate weaknesses in a data infrastructure. ",Cyber and Information Security Technology Bachelor's Degree | Online & On Campus (ecpi.edu)
Davenport University,Grand Rapids ,MI,BS,Cybersecurity,Online,CORE,3,CISP ,247,Database Design,"This course will examine the major types or data models of Database Management Systems (DBMS): hierarchical, network, relational, and object-oriented. The principles and problems of database design, operation, and maintenance for each data model will be discussed and compared. Topics that will be covered include design theory, query language, relational expressions, SQL, stored procedures, client-server interfaces, entity relationship diagrams, normalization, and database security. ",Cyber Defense | Davenport Programs
Davenport University,Grand Rapids ,MI,BS,Cybersecurity,Online,CORE,3,IAAS,221,Security Foundations,"This course will provide an overview of information security from both the perspectives of the organization and that of personal computing. Topics include security management practices, physical security, security architecture, business continuity and disaster recovery planning, access control systems, security controls, cryptography, telecommunications and network security, operations security, law and ethics, and personal computer security.",Cyber Defense | Davenport Programs
Davenport University,Grand Rapids ,MI,BS,Cybersecurity,Online,CORE,3,IAAS,256,Windows Digital Forensics,This course surveys the technical knowledge of the Windows operating system that any digital forensic analyst should know to examine digital media. The course focuses on collecting and analyzing data from a Windows operating system to provide information that can be used for both civil and criminal litigation. User based activity and software/hardware artifacts are analyzed along with acquisition of digital media in a Windows based environment.,Cyber Defense | Davenport Programs
Davenport University,Grand Rapids ,MI,BS,Cybersecurity,Online,CORE,3,IAAS,481,Information Security and Assurance,"This course will provide an introduction to the different technical and administrative aspects of Information Security and Assurance. Topics will include inspection and protection of information assets, detection of and reaction to threats to information assets, examination of pre- and post-incident procedures, technical and managerial responses, and an overview of the Information Security Planning and Staffing functions. ",Cyber Defense | Davenport Programs
